date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:52:22	75119/75119	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Mar%202016%2002:08:34%20GMT	https://en.wikipedia.org/wiki/Google_DeepMind	/Users/imben/Code/Wikipedia_Brief/en.wikipedia.org/wiki/Google_DeepMind.html	(from https://en.wikipedia.org/wiki/Main_Page)
10:52:22	440969/440969	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Mar%202016%2009:01:25%20GMT	https://en.wikipedia.org/wiki/AlphaGo	/Users/imben/Code/Wikipedia_Brief/en.wikipedia.org/wiki/AlphaGo.html	(from https://en.wikipedia.org/wiki/Main_Page)
10:52:23	448505/448505	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Mar%202016%2004:04:59%20GMT	https://en.wikipedia.org/wiki/Lee_Sedol	/Users/imben/Code/Wikipedia_Brief/en.wikipedia.org/wiki/Lee_Sedol.html	(from https://en.wikipedia.org/wiki/Main_Page)
10:52:23	1827129/1827129	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Mar%202016%2010:44:52%20GMT	https://en.wikipedia.org/wiki/AlphaGo_versus_Lee_Sedol	/Users/imben/Code/Wikipedia_Brief/en.wikipedia.org/wiki/AlphaGo_versus_Lee_Sedol.html	(from https://en.wikipedia.org/wiki/Main_Page)
10:52:23	316114/316114	---M-Z	200	added ('OK')	text/html	date:Sun,%2013%20Mar%202016%2023:37:26%20GMT	https://en.wikipedia.org/wiki/Solar_eclipse	/Users/imben/Code/Wikipedia_Brief/en.wikipedia.org/wiki/Solar_eclipse.html	(from https://en.wikipedia.org/wiki/Main_Page)
10:52:24	176934/176934	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Mar%202016%2006:01:35%20GMT	https://en.wikipedia.org/wiki/Solar_eclipse_of_March_9,_2016	/Users/imben/Code/Wikipedia_Brief/en.wikipedia.org/wiki/Solar_eclipse_of_March_9,_2016.html	(from https://en.wikipedia.org/wiki/Main_Page)
10:52:24	114971/114971	---M-Z	200	added ('OK')	text/html	date:Sat,%2012%20Mar%202016%2021:28:13%20GMT	https://en.wikipedia.org/wiki/Slovak_parliamentary_election,_2016	/Users/imben/Code/Wikipedia_Brief/en.wikipedia.org/wiki/Slovak_parliamentary_election,_2016.html	(from https://en.wikipedia.org/wiki/Main_Page)
10:52:24	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Mon,%2014%20Mar%202016%2010:52:24%20GMT	https://en.wikipedia.org/wiki/Direction_%e2%80%93_Social_Democracy	/Users/imben/Code/Wikipedia_Brief/en.wikipedia.org/wiki/Direction_%e2%80%93_Social_Democracy	(from https://en.wikipedia.org/wiki/Main_Page)
10:52:24	526201/526201	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Mar%202016%2006:20:33%20GMT	https://en.wikipedia.org/wiki/Go_(game)	/Users/imben/Code/Wikipedia_Brief/en.wikipedia.org/wiki/Go_(game).html	(from https://en.wikipedia.org/wiki/Main_Page)
10:52:25	134044/134044	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Mar%202016%2000:25:32%20GMT	https://en.wikipedia.org/wiki/Direction_%E2%80%93_Social_Democracy	/Users/imben/Code/Wikipedia_Brief/en.wikipedia.org/wiki/Direction_%e2%80%93_Social_Democracy.html	(from https://en.wikipedia.org/wiki/Main_Page)
10:52:25	126325/126325	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Mar%202016%2007:48:16%20GMT	https://en.wikipedia.org/wiki/National_Council_(Slovakia)	/Users/imben/Code/Wikipedia_Brief/en.wikipedia.org/wiki/National_Council_(Slovakia).html	(from https://en.wikipedia.org/wiki/Main_Page)
10:52:26	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Mon,%2014%20Mar%202016%2010:52:25%20GMT	https://en.wikipedia.org/wiki/Zika_virus_outbreak_(2015%e2%80%93present)	/Users/imben/Code/Wikipedia_Brief/en.wikipedia.org/wiki/Zika_virus_outbreak_(2015%e2%80%93present)	(from https://en.wikipedia.org/wiki/Main_Page)
10:52:26	250212/250212	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Mar%202016%2010:45:44%20GMT	https://en.wikipedia.org/wiki/Portal:Current_events	/Users/imben/Code/Wikipedia_Brief/en.wikipedia.org/wiki/Portal_Current_events.html	(from https://en.wikipedia.org/wiki/Main_Page)
10:52:26	339056/339056	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Mar%202016%2009:41:29%20GMT	https://en.wikipedia.org/wiki/Zika_virus_outbreak_(2015%E2%80%93present)	/Users/imben/Code/Wikipedia_Brief/en.wikipedia.org/wiki/Zika_virus_outbreak_(2015%e2%80%93present).html	(from https://en.wikipedia.org/wiki/Main_Page)
10:52:27	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Mon,%2014%20Mar%202016%2010:52:27%20GMT	https://en.wikipedia.org/wiki/Iolanda_Bala%c8%99	/Users/imben/Code/Wikipedia_Brief/en.wikipedia.org/wiki/Iolanda_Bala%c8%99	(from https://en.wikipedia.org/wiki/Main_Page)
10:52:27	251659/251659	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Mar%202016%2010:35:54%20GMT	https://en.wikipedia.org/wiki/Deaths_in_2016	/Users/imben/Code/Wikipedia_Brief/en.wikipedia.org/wiki/Deaths_in_2016.html	(from https://en.wikipedia.org/wiki/Main_Page)
10:52:27	86334/86334	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Mar%202016%2009:27:58%20GMT	https://en.wikipedia.org/wiki/Iolanda_Bala%C8%99	/Users/imben/Code/Wikipedia_Brief/en.wikipedia.org/wiki/Iolanda_Bala%c8%99.html	(from https://en.wikipedia.org/wiki/Main_Page)
10:52:28	804262/804262	---M-Z	200	added ('OK')	text/html	date:Sun,%2013%20Mar%202016%2023:37:26%20GMT	https://en.wikipedia.org/wiki/European_migrant_crisis	/Users/imben/Code/Wikipedia_Brief/en.wikipedia.org/wiki/European_migrant_crisis.html	(from https://en.wikipedia.org/wiki/Main_Page)
10:52:28	320663/320663	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Mar%202016%2010:28:55%20GMT	https://en.wikipedia.org/wiki/Keith_Emerson	/Users/imben/Code/Wikipedia_Brief/en.wikipedia.org/wiki/Keith_Emerson.html	(from https://en.wikipedia.org/wiki/Main_Page)
10:52:28	123582/123582	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Mar%202016%2009:08:01%20GMT	https://en.wikipedia.org/wiki/Ken_Adam	/Users/imben/Code/Wikipedia_Brief/en.wikipedia.org/wiki/Ken_Adam.html	(from https://en.wikipedia.org/wiki/Main_Page)
10:52:29	36982/36982	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Mar%202016%2007:52:32%20GMT	https://en.wikipedia.org/wiki/Clean_Monday	/Users/imben/Code/Wikipedia_Brief/en.wikipedia.org/wiki/Clean_Monday.html	(from https://en.wikipedia.org/wiki/Main_Page)
10:52:29	160557/160557	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Mar%202016%2008:28:22%20GMT	https://en.wikipedia.org/wiki/March_14	/Users/imben/Code/Wikipedia_Brief/en.wikipedia.org/wiki/March_14.html	(from https://en.wikipedia.org/wiki/Main_Page)
